Store,Year,Month,Date,Day Part,Table Type,Net Sales,# Trans,Avg / Trans,# Guests,Avg / Guest,# Tables,Avg / Table,# Guest / Trans,# Guest / Table
,,,23,11:45 - 11:59,Cashier,129.48,17,7.62,17,7.62,17,7.62,1.0,1.0
,,,23,12:00 - 12:14,Cashier,131.31,14,9.38,14,9.38,14,9.38,1.0,1.0
,,,23,12:00 - 12:14,Tab,7.5,1,7.5,1,7.5,1,7.5,1.0,1.0
,,,23,12:00 - 12:14,---,138.81,15,9.25,15,9.25,15,9.25,1.0,1.0
,,,23,12:15 - 12:29,Cashier,200.54,22,9.12,22,9.12,22,9.12,1.0,1.0
,,,23,12:30 - 12:44,Cashier,202.28,23,8.79,23,8.79,23,8.79,1.0,1.0
,,,23,12:45 - 12:59,Cashier,112.04,18,6.22,18,6.22,18,6.22,1.0,1.0
,,,23,13:00 - 13:14,Cashier,88.44,12,7.37,12,7.37,12,7.37,1.0,1.0
,,,23,13:15 - 13:29,Cashier,116.42,15,7.76,15,7.76,15,7.76,1.0,1.0
,,,23,13:30 - 13:44,Cashier,86.37,9,9.6,9,9.6,9,9.6,1.0,1.0
,,,23,13:45 - 13:59,Cashier,63.28,10,6.33,10,6.33,10,6.33,1.0,1.0
,,,23,14:00 - 14:14,Cashier,54.84,9,6.09,9,6.09,9,6.09,1.0,1.0
,,,23,14:00 - 14:14,Tab,23.97,1,23.97,1,23.97,1,23.97,1.0,1.0
,,,23,14:00 - 14:14,---,78.81,10,7.88,10,7.88,10,7.88,1.0,1.0
,,,23,14:15 - 14:29,Cashier,87.29,15,5.82,15,5.82,15,5.82,1.0,1.0
,,,23,14:30 - 14:44,Cashier,140.76,17,8.28,17,8.28,17,8.28,1.0,1.0
,,,23,14:45 - 14:59,Cashier,108.1,19,5.69,19,5.69,19,5.69,1.0,1.0
,,,23,15:00 - 15:14,Cashier,67.78,11,6.16,11,6.16,11,6.16,1.0,1.0
,,,23,15:15 - 15:29,Cashier,130.96,20,6.55,20,6.55,20,6.55,1.0,1.0
,,,23,15:30 - 15:44,Cashier,55.77,8,6.97,8,6.97,8,6.97,1.0,1.0
,,,23,15:30 - 15:44,Tab,7.99,1,7.99,1,7.99,1,7.99,1.0,1.0
,,,23,15:30 - 15:44,---,63.76,9,7.08,9,7.08,9,7.08,1.0,1.0
,,,23,15:45 - 15:59,Cashier,57.01,10,5.7,10,5.7,10,5.7,1.0,1.0
,,,23,16:00 - 16:14,Cashier,15.5,5,3.1,5,3.1,5,3.1,1.0,1.0
,,,23,16:15 - 16:29,Cashier,36.38,8,4.55,7,5.2,8,4.55,0.88,0.88
,,,23,16:15 - 16:29,Tab,7.99,1,7.99,1,7.99,1,7.99,1.0,1.0
,,,23,16:15 - 16:29,---,44.37,9,4.93,8,5.55,9,4.93,0.89,0.89
,,,23,16:30 - 16:44,Cashier,49.42,10,4.94,10,4.94,10,4.94,1.0,1.0
,,,23,16:45 - 16:59,Cashier,71.66,11,6.51,11,6.51,11,6.51,1.0,1.0
,,,23,16:45 - 16:59,Tab,7.99,1,7.99,1,7.99,1,7.99,1.0,1.0
,,,23,16:45 - 16:59,---,79.65,12,6.64,12,6.64,12,6.64,1.0,1.0
,,,23,17:00 - 17:14,Cashier,120.72,13,9.29,13,9.29,13,9.29,1.0,1.0
,,,23,17:15 - 17:29,Cashier,76.75,16,4.8,16,4.8,16,4.8,1.0,1.0
,,,23,17:30 - 17:44,Cashier,91.28,15,6.09,15,6.09,15,6.09,1.0,1.0
